Month,Revenue ($),Foot Traffic (Visitors),E-commerce Orders (#),Product Category,Sales by Product Category ($),Social Media Platform,Campaign Type,Impressions,Engagements,Marketing Spend ($),Email Opens,Email Click-Throughs,Inventory Level (Units),Customer Source,Customer Feedback (Rating),Customer Gender,Customer Age,Customer Income ($),Bundling Indicator
3/7/2021,7000,1000,6,Clothing,2000,Email,In-Store Event,8471,50,2000,147,4,100,Community,3,Female,40,60000,0
3/7/2021,10000,300,8,Home Goods,2000,Facebook,Social Media,6515,500,1000,234,180,200,Events,5,Female,50,60000,0
3/8/2021,7000,300,5,Accessories,5000,Instagram,In-Store Event,6876,500,3000,391,144,200,Community,2,Non-Binary,30,60000,1
3/8/2021,7000,300,8,Clothing,2000,Instagram,In-Store Event,3021,1000,2000,494,264,50,Social Media,3,Female,40,60000,0
3/8/2021,2000,500,10,Clothing,1000,LinkedIn,Social Media,3976,3000,2000,353,222,50,Events,5,Female,20,40000,0
3/8/2021,5000,300,11,Accessories,8000,Email,Email,3205,200,2000,304,236,50,Community,5,Female,50,40000,0
3/9/2021,3000,700,8,Accessories,2000,Facebook,In-Store Event,4866,500,1000,86,12,200,Events,3,Male,30,60000,0
3/9/2021,3000,100,15,Clothing,2000,Facebook,In-Store Event,9849,500,1000,37,267,50,Community,5,Male,60,80000,1
3/9/2021,10000,500,7,Accessories,1000,Facebook,Social Media,12958,3000,500,52,265,100,Events,3,Male,60,40000,0
3/10/2021,5000,1000,12,Accessories,2000,Instagram,Networking Event,14226,1000,500,27,15,100,Social Media,3,Female,40,40000,0
3/10/2021,10000,700,10,Accessories,5000,LinkedIn,Networking Event,527,3000,2000,76,91,100,Social Media,5,Female,40,60000,0
3/10/2021,7000,700,9,Clothing,5000,Instagram,Social Media,4731,200,2000,412,247,200,Referral,4,Male,50,40000,0
3/11/2021,7000,500,9,Home Goods,5000,Facebook,Social Media,11664,1000,2000,199,18,400,Social Media,5,Female,20,20000,1
3/11/2021,5000,700,9,Clothing,1000,Instagram,In-Store Event,7048,200,1000,394,102,100,Community,5,Male,30,60000,0
3/11/2021,7000,500,6,Clothing,2000,Facebook,Social Media,3524,200,100,430,94,100,Events,3,Male,20,40000,0
3/11/2021,5000,500,17,Clothing,8000,Facebook,Email,13675,3000,100,172,282,200,Community,4,Female,40,40000,1
3/12/2021,3000,300,11,Clothing,8000,Facebook,Social Media,14316,50,1000,273,212,100,Social Media,3,Non-Binary,50,40000,0
3/12/2021,7000,1000,10,Home Goods,1000,Instagram,Email,1764,3000,1000,49,36,400,Referral,3,Male,60,80000,0
3/12/2021,3000,500,7,Clothing,2000,Facebook,Email,9547,50,2000,344,60,100,Social Media,2,Female,40,40000,0
3/13/2021,2000,300,9,Accessories,2000,Instagram,In-Store Event,12717,1000,100,176,290,100,Community,3,Female,40,60000,0
3/13/2021,7000,500,6,Clothing,1000,Instagram,Email,7087,200,3000,405,243,400,Community,5,Male,50,60000,0
3/13/2021,3000,500,7,Clothing,2000,Instagram,Email,7077,200,1000,300,5,100,Community,5,Female,60,60000,0
3/14/2021,10000,700,7,Home Goods,1000,Email,Social Media,1751,200,2000,444,164,50,Social Media,4,Male,40,20000,0
3/14/2021,10000,700,13,Accessories,5000,Facebook,Social Media,13296,500,1000,226,12,50,Community,3,Male,20,60000,1
3/14/2021,10000,700,11,Clothing,5000,Facebook,Social Media,4370,200,500,126,24,400,Events,4,Male,40,20000,0
3/14/2021,5000,100,9,Accessories,1000,Email,Email,1826,500,2000,348,223,200,Social Media,4,Male,40,20000,1
3/15/2021,2000,500,9,Clothing,1000,Facebook,Email,6677,50,2000,20,122,100,Referral,5,Male,40,40000,0
3/15/2021,10000,500,10,Clothing,8000,Facebook,Email,9717,50,1000,198,128,200,Events,2,Male,60,40000,1
3/15/2021,5000,100,13,Accessories,1000,Instagram,Social Media,861,50,1000,188,121,100,Referral,3,Female,60,80000,1
3/16/2021,10000,500,12,Accessories,5000,Instagram,Email,1718,200,100,331,34,100,Community,5,Female,30,60000,0
3/16/2021,10000,700,7,Clothing,2000,Facebook,In-Store Event,1105,1000,2000,419,82,200,Social Media,5,Male,20,40000,1
3/16/2021,10000,300,13,Home Goods,5000,Facebook,Social Media,6459,1000,3000,151,181,200,Social Media,3,Male,30,100000,0
3/17/2021,3000,500,12,Accessories,2000,Email,Email,14119,200,100,159,75,100,Community,2,Male,30,40000,1
3/17/2021,5000,300,10,Clothing,1000,Email,Networking Event,2170,500,500,346,103,50,Social Media,5,Female,30,60000,1
3/17/2021,10000,100,5,Accessories,2000,Instagram,Social Media,13503,1000,3000,479,231,50,Events,4,Male,50,80000,0
3/17/2021,5000,300,15,Accessories,1000,Instagram,Social Media,10989,200,500,442,42,200,Community,4,Female,30,80000,0
3/18/2021,3000,1000,8,Accessories,2000,Facebook,Email,10886,200,2000,95,92,200,Community,3,Female,40,20000,0
3/18/2021,7000,700,10,Clothing,5000,Instagram,Social Media,4943,500,1000,351,143,200,Community,3,Non-Binary,30,60000,0
3/18/2021,10000,1000,13,Accessories,2000,Instagram,Networking Event,1777,50,1000,473,253,200,Events,1,Female,40,40000,0
3/19/2021,7000,500,10,Clothing,1000,Email,In-Store Event,898,50,1000,74,77,200,Referral,4,Male,50,40000,0
3/19/2021,7000,300,13,Home Goods,5000,Instagram,Email,14145,200,500,365,262,200,Community,2,Female,50,60000,0
3/19/2021,2000,500,13,Accessories,5000,LinkedIn,Social Media,13987,500,100,81,69,50,Social Media,2,Female,20,80000,0
3/20/2021,7000,500,8,Clothing,8000,Email,Social Media,2672,50,2000,127,148,100,Referral,3,Female,50,40000,0
3/20/2021,10000,700,10,Accessories,5000,Email,In-Store Event,3310,200,2000,358,291,100,Social Media,3,Female,30,20000,0
3/20/2021,3000,100,3,Home Goods,2000,Instagram,In-Store Event,6774,200,2000,132,213,100,Events,3,Male,40,40000,0
3/20/2021,5000,500,10,Home Goods,5000,Instagram,Email,6181,50,2000,399,146,200,Community,2,Female,20,40000,1
3/21/2021,10000,300,14,Clothing,8000,Facebook,Email,11344,200,500,138,24,400,Social Media,5,Non-Binary,40,20000,1
3/21/2021,7000,500,7,Clothing,8000,Instagram,Social Media,3439,3000,100,245,108,100,Social Media,2,Non-Binary,20,100000,0
3/21/2021,7000,700,12,Accessories,2000,Instagram,Email,9513,50,2000,290,180,400,Events,3,Female,40,40000,1
3/22/2021,7000,500,11,Clothing,2000,Instagram,Social Media,13689,500,1000,111,250,100,Community,3,Male,40,40000,1
3/22/2021,5000,500,6,Home Goods,2000,Instagram,Email,1444,200,1000,202,202,100,Community,5,Male,30,60000,1
3/22/2021,3000,500,13,Clothing,5000,Instagram,Social Media,12170,500,500,169,169,200,Social Media,3,Female,60,80000,0
3/23/2021,10000,500,12,Clothing,5000,Email,In-Store Event,11471,500,100,86,174,100,Social Media,2,Female,20,80000,0
3/23/2021,10000,700,13,Clothing,5000,Instagram,In-Store Event,6465,200,1000,118,169,100,Events,1,Non-Binary,50,60000,0
3/23/2021,10000,1000,12,Clothing,1000,Instagram,Social Media,13121,1000,2000,97,1,100,Events,4,Female,30,20000,0
3/23/2021,10000,1000,16,Accessories,5000,Facebook,Social Media,13831,500,3000,239,133,400,Community,4,Female,40,80000,0
3/24/2021,5000,700,4,Clothing,8000,LinkedIn,In-Store Event,6848,1000,2000,336,126,200,Events,3,Female,40,60000,0
3/24/2021,5000,500,13,Clothing,2000,Instagram,Email,8270,200,3000,137,45,100,Community,2,Female,30,60000,0
3/24/2021,7000,700,13,Clothing,5000,Instagram,Social Media,7599,3000,3000,81,193,50,Social Media,3,Female,30,100000,0
3/25/2021,7000,500,8,Accessories,2000,Facebook,Social Media,13142,1000,1000,235,208,400,Events,4,Male,40,80000,0
3/25/2021,7000,500,16,Clothing,8000,LinkedIn,Email,1696,3000,500,135,295,100,Community,4,Female,50,80000,1
3/25/2021,7000,700,11,Accessories,8000,Email,Social Media,1712,500,2000,281,57,400,Community,1,Non-Binary,60,40000,1
3/26/2021,10000,100,8,Accessories,5000,Facebook,Email,1323,500,500,2,77,100,Social Media,4,Male,20,60000,1
3/26/2021,5000,1000,12,Accessories,5000,Instagram,Social Media,13813,1000,500,58,201,200,Events,3,Female,30,100000,0
3/26/2021,5000,500,12,Home Goods,8000,Facebook,Email,10588,1000,500,115,288,200,Social Media,4,Male,40,60000,1
3/26/2021,2000,700,8,Home Goods,2000,Instagram,Social Media,7584,3000,1000,471,61,100,Social Media,4,Female,40,20000,0
3/27/2021,7000,700,9,Home Goods,2000,Facebook,Email,12955,200,1000,130,267,200,Events,5,Female,60,60000,1
3/27/2021,2000,1000,8,Clothing,5000,Email,In-Store Event,11107,1000,500,421,125,100,Events,3,Non-Binary,20,20000,0
3/27/2021,5000,700,16,Clothing,2000,LinkedIn,Social Media,1035,200,1000,385,48,200,Events,4,Female,30,60000,0
3/28/2021,5000,700,9,Clothing,2000,Instagram,Social Media,14736,500,2000,482,87,200,Social Media,3,Female,40,80000,1
3/28/2021,3000,100,4,Home Goods,8000,Instagram,Social Media,3510,200,1000,400,260,50,Community,3,Male,30,40000,1
3/28/2021,7000,500,6,Home Goods,5000,Facebook,Social Media,11319,200,2000,200,178,200,Community,1,Female,40,40000,1
3/29/2021,2000,300,9,Home Goods,2000,Email,Email,8037,3000,500,291,68,50,Events,3,Female,20,40000,1
3/29/2021,2000,700,7,Clothing,2000,Email,Networking Event,12469,50,500,341,59,50,Events,1,Female,40,80000,0
3/29/2021,10000,500,13,Home Goods,2000,Instagram,Email,14407,500,1000,478,248,200,Referral,5,Male,40,60000,0
3/29/2021,5000,700,13,Clothing,2000,Instagram,Email,1449,500,1000,97,168,50,Community,4,Female,30,60000,0
3/30/2021,3000,100,12,Clothing,1000,Facebook,Networking Event,12200,50,2000,215,268,100,Community,2,Female,20,60000,0
3/30/2021,5000,100,9,Clothing,5000,Instagram,Email,12994,200,2000,123,111,50,Community,2,Non-Binary,60,40000,1
3/30/2021,7000,700,8,Clothing,2000,Email,Social Media,1043,500,2000,72,99,100,Community,3,Female,60,40000,1
3/31/2021,3000,100,8,Accessories,2000,Facebook,Social Media,4400,200,3000,365,214,50,Social Media,3,Male,60,60000,0
3/31/2021,7000,100,7,Clothing,2000,Email,Social Media,12445,1000,1000,377,112,50,Referral,3,Female,60,100000,0
3/31/2021,2000,100,9,Clothing,8000,Facebook,Networking Event,4724,3000,500,490,96,200,Social Media,3,Non-Binary,30,20000,0
4/1/2021,2000,1000,6,Accessories,2000,Email,Social Media,14258,200,1000,129,117,200,Social Media,5,Female,30,20000,1
4/1/2021,5000,700,10,Home Goods,1000,Instagram,Social Media,10774,200,500,468,35,400,Social Media,4,Female,20,40000,0
4/1/2021,5000,500,10,Accessories,1000,Email,Networking Event,3366,500,500,417,289,50,Community,4,Non-Binary,50,60000,0
4/1/2021,7000,500,11,Clothing,5000,Instagram,Email,2746,500,500,26,123,200,Events,5,Male,50,40000,0
4/2/2021,7000,500,6,Home Goods,5000,Facebook,Social Media,2336,200,1000,164,39,200,Social Media,1,Male,40,100000,0
4/2/2021,10000,700,10,Home Goods,2000,Instagram,Social Media,8768,50,500,454,140,100,Community,2,Female,60,40000,1
4/2/2021,5000,700,8,Clothing,2000,Facebook,Social Media,9060,500,100,405,25,200,Social Media,3,Male,40,20000,1
4/3/2021,5000,300,13,Accessories,1000,Instagram,In-Store Event,7476,3000,2000,67,141,200,Social Media,4,Female,20,40000,0
4/3/2021,7000,300,9,Clothing,5000,Instagram,In-Store Event,13313,200,2000,13,56,100,Community,3,Female,30,80000,0
4/3/2021,3000,100,13,Clothing,5000,LinkedIn,Email,848,200,2000,97,149,200,Community,2,Female,20,20000,1
4/4/2021,5000,700,11,Accessories,1000,Instagram,Email,5101,3000,2000,278,204,100,Social Media,5,Male,30,60000,1
4/4/2021,2000,700,7,Home Goods,1000,Email,Email,13430,500,500,427,75,100,Community,3,Female,30,40000,0
4/4/2021,2000,500,11,Clothing,1000,LinkedIn,Email,4833,500,500,489,284,100,Community,4,Female,50,60000,0
4/4/2021,10000,100,10,Home Goods,1000,Instagram,Email,5899,500,500,472,209,200,Social Media,5,Female,30,20000,1
4/5/2021,10000,100,6,Home Goods,5000,Facebook,Social Media,6196,3000,2000,448,257,100,Social Media,3,Female,40,60000,0
4/5/2021,7000,1000,9,Home Goods,1000,Instagram,In-Store Event,1955,500,2000,370,258,100,Social Media,5,Male,40,40000,1
4/5/2021,5000,500,3,Clothing,2000,Instagram,Networking Event,2685,1000,500,246,183,200,Referral,4,Female,60,100000,0
4/6/2021,3000,700,12,Home Goods,1000,Facebook,Email,7936,500,1000,111,10,200,Social Media,5,Female,50,80000,0
4/6/2021,3000,700,7,Clothing,8000,LinkedIn,Social Media,4311,500,3000,206,159,200,Social Media,3,Female,60,40000,0
4/6/2021,3000,500,7,Accessories,8000,Instagram,Social Media,11964,200,1000,351,259,50,Events,5,Female,30,100000,1
4/7/2021,5000,300,9,Clothing,2000,Facebook,In-Store Event,7809,200,2000,333,87,200,Social Media,1,Male,20,20000,1
4/7/2021,7000,300,13,Clothing,2000,Facebook,In-Store Event,14461,1000,500,232,183,100,Community,4,Male,40,80000,0
4/7/2021,7000,700,8,Accessories,2000,Email,In-Store Event,8586,200,500,60,15,100,Social Media,3,Female,20,40000,0
4/7/2021,3000,700,13,Clothing,2000,Instagram,Social Media,4182,500,2000,84,243,100,Events,2,Female,40,40000,0
4/8/2021,10000,700,7,Clothing,1000,Facebook,Social Media,2346,200,2000,182,85,200,Events,1,Male,30,40000,1
4/8/2021,7000,500,10,Clothing,5000,Facebook,Email,2354,1000,2000,238,198,200,Referral,3,Female,40,60000,1
4/8/2021,7000,100,14,Accessories,5000,Facebook,Social Media,3485,50,1000,249,9,200,Social Media,3,Female,60,20000,1
4/9/2021,7000,1000,9,Clothing,8000,LinkedIn,Email,13142,1000,1000,70,163,100,Events,3,Male,30,60000,0
4/9/2021,5000,700,13,Home Goods,1000,Email,Social Media,11317,500,2000,227,23,100,Community,3,Non-Binary,60,40000,0
4/9/2021,3000,500,10,Clothing,8000,Instagram,Social Media,3394,200,500,84,63,50,Social Media,3,Male,30,60000,0
4/10/2021,5000,1000,16,Clothing,5000,Facebook,Email,7996,500,1000,305,237,400,Referral,3,Female,30,60000,0
4/10/2021,7000,700,16,Clothing,1000,Instagram,Email,1058,200,2000,487,237,100,Community,3,Female,40,60000,0
4/10/2021,2000,700,10,Clothing,2000,Instagram,Email,3396,200,1000,395,21,100,Community,5,Male,50,60000,1
4/10/2021,3000,700,10,Clothing,1000,Facebook,Email,10609,200,1000,462,179,200,Social Media,4,Non-Binary,40,40000,0
4/11/2021,2000,700,6,Clothing,2000,Instagram,Email,1754,50,2000,270,46,50,Events,1,Female,40,20000,0
4/11/2021,2000,700,19,Home Goods,2000,Facebook,Email,2181,3000,3000,400,278,200,Community,4,Male,30,40000,1
4/11/2021,10000,300,12,Accessories,5000,LinkedIn,Email,13957,50,1000,289,223,200,Social Media,4,Female,20,100000,1
4/12/2021,7000,500,9,Clothing,2000,Instagram,Email,5771,500,1000,235,217,200,Community,1,Female,30,60000,0
4/12/2021,5000,1000,12,Clothing,8000,LinkedIn,In-Store Event,10506,200,2000,290,236,50,Social Media,3,Non-Binary,30,60000,0
4/12/2021,2000,300,8,Home Goods,1000,Facebook,Social Media,6783,500,2000,38,203,100,Referral,3,Female,60,80000,0
4/13/2021,5000,500,9,Clothing,8000,Facebook,Email,9354,200,2000,485,18,50,Community,5,Male,60,100000,0
4/13/2021,5000,500,13,Clothing,2000,Email,Social Media,12808,500,1000,205,179,100,Community,3,Male,30,60000,1
4/13/2021,3000,500,9,Accessories,5000,Instagram,In-Store Event,3825,500,1000,182,161,200,Social Media,4,Female,40,60000,1
4/13/2021,5000,700,5,Accessories,2000,Facebook,Social Media,14899,500,2000,186,284,50,Social Media,3,Female,40,80000,0
4/14/2021,5000,1000,9,Accessories,1000,Facebook,Email,1741,50,2000,132,60,200,Community,4,Non-Binary,20,80000,1
4/14/2021,7000,300,11,Clothing,8000,Instagram,Social Media,3643,500,2000,29,84,100,Social Media,3,Female,30,60000,1
4/14/2021,7000,300,9,Clothing,2000,LinkedIn,Networking Event,3537,200,500,387,34,200,Referral,3,Non-Binary,40,60000,1
4/15/2021,2000,300,10,Accessories,5000,Email,Networking Event,8853,50,1000,254,4,100,Social Media,3,Non-Binary,40,60000,1
4/15/2021,5000,1000,10,Clothing,5000,Instagram,Social Media,12917,200,1000,142,75,100,Social Media,5,Female,30,40000,0
4/15/2021,7000,700,18,Accessories,2000,Instagram,In-Store Event,10642,200,3000,102,252,100,Social Media,1,Male,60,80000,0
4/16/2021,5000,500,15,Accessories,2000,Facebook,In-Store Event,13012,500,2000,418,6,200,Social Media,2,Male,40,60000,0
4/16/2021,10000,700,11,Clothing,5000,Instagram,Social Media,2281,500,1000,492,168,100,Community,4,Male,30,40000,0
4/16/2021,7000,1000,13,Home Goods,1000,Facebook,Social Media,5175,200,100,73,129,100,Social Media,4,Female,30,40000,0
4/16/2021,3000,700,12,Home Goods,5000,Instagram,Social Media,1977,200,1000,54,137,50,Referral,3,Male,50,80000,0
4/17/2021,2000,1000,10,Accessories,8000,Facebook,In-Store Event,11722,50,100,449,299,100,Community,3,Male,40,60000,1
4/17/2021,7000,500,9,Clothing,1000,Instagram,Email,7648,500,2000,235,90,200,Social Media,3,Male,40,40000,0
4/17/2021,2000,700,15,Clothing,1000,Instagram,In-Store Event,12678,500,2000,59,162,200,Community,3,Male,30,40000,1
4/18/2021,7000,500,14,Clothing,5000,Facebook,Email,8051,200,1000,23,252,50,Social Media,5,Male,30,60000,0
4/18/2021,10000,700,10,Clothing,2000,Facebook,Social Media,606,500,1000,475,200,100,Social Media,1,Male,30,40000,0
4/18/2021,7000,700,11,Home Goods,2000,LinkedIn,In-Store Event,3168,500,2000,21,19,50,Social Media,5,Female,30,60000,0
4/19/2021,5000,700,19,Clothing,1000,Email,Email,5435,500,500,427,228,400,Social Media,3,Male,40,60000,0
4/19/2021,7000,700,12,Clothing,5000,Instagram,Social Media,7770,500,500,31,162,100,Community,3,Female,30,60000,0
4/19/2021,5000,300,17,Clothing,1000,Instagram,Email,1664,500,3000,350,164,200,Events,4,Male,30,100000,1
4/19/2021,5000,500,13,Accessories,2000,Email,Social Media,1657,500,2000,338,231,200,Social Media,4,Female,30,20000,0
4/20/2021,10000,1000,11,Clothing,5000,LinkedIn,Email,2746,200,2000,434,237,200,Community,1,Female,40,40000,1
4/20/2021,5000,1000,12,Clothing,2000,Email,Social Media,7153,50,500,468,119,400,Referral,4,Female,50,20000,0
4/20/2021,10000,100,16,Clothing,2000,Instagram,Social Media,9358,200,500,2,106,50,Community,4,Female,50,40000,0
4/21/2021,10000,300,11,Home Goods,8000,LinkedIn,In-Store Event,10818,500,100,69,249,400,Events,2,Male,50,20000,1
4/21/2021,3000,300,8,Clothing,5000,Instagram,In-Store Event,14759,1000,500,159,283,200,Social Media,2,Male,40,60000,0
4/21/2021,2000,700,9,Home Goods,8000,Email,Email,11633,200,2000,385,197,100,Social Media,3,Female,30,40000,0
4/22/2021,3000,700,6,Home Goods,2000,LinkedIn,Networking Event,8149,200,500,87,219,200,Community,4,Non-Binary,40,100000,0
4/22/2021,2000,300,5,Clothing,5000,Instagram,Email,1011,1000,2000,364,150,200,Social Media,3,Non-Binary,20,20000,0
4/22/2021,2000,500,5,Accessories,1000,LinkedIn,Email,8941,1000,500,58,285,200,Community,4,Female,50,60000,0
4/22/2021,7000,700,12,Clothing,1000,Instagram,Email,1388,1000,1000,251,264,50,Events,4,Female,50,100000,0
4/23/2021,2000,700,6,Home Goods,2000,LinkedIn,In-Store Event,9715,500,3000,218,219,200,Events,4,Female,40,40000,0
4/23/2021,5000,500,20,Accessories,2000,Instagram,In-Store Event,13386,1000,500,200,215,50,Social Media,4,Female,20,40000,0
4/23/2021,10000,700,16,Clothing,8000,LinkedIn,Email,8483,50,1000,76,155,200,Events,3,Female,60,60000,1
4/24/2021,2000,500,3,Clothing,2000,Instagram,Email,13540,50,1000,254,215,400,Referral,5,Male,50,60000,0
4/24/2021,10000,500,11,Clothing,5000,Email,Email,9291,50,500,246,113,200,Social Media,4,Non-Binary,40,60000,1
4/24/2021,3000,700,8,Home Goods,5000,Facebook,Social Media,3522,500,1000,269,160,100,Social Media,3,Male,20,40000,0
4/25/2021,3000,700,11,Clothing,5000,Facebook,Social Media,3030,50,1000,306,97,200,Community,4,Female,30,60000,1
4/25/2021,7000,1000,8,Accessories,2000,Instagram,Email,11575,500,2000,138,156,100,Events,4,Non-Binary,20,60000,1
4/25/2021,7000,700,8,Clothing,5000,Email,Networking Event,6815,500,2000,77,161,200,Events,3,Non-Binary,30,40000,0
4/25/2021,10000,700,9,Home Goods,2000,Instagram,Social Media,2564,200,1000,79,41,200,Community,3,Female,40,100000,1
4/26/2021,7000,300,7,Clothing,1000,Facebook,In-Store Event,10450,1000,100,9,179,50,Social Media,3,Male,50,60000,0
4/26/2021,10000,500,5,Accessories,8000,Instagram,Social Media,5913,200,2000,467,50,50,Referral,5,Male,30,60000,0
4/26/2021,3000,100,8,Clothing,1000,LinkedIn,Social Media,7037,200,100,335,251,200,Community,4,Male,40,80000,0
4/27/2021,3000,300,5,Accessories,1000,Instagram,Networking Event,14633,1000,2000,123,119,100,Social Media,1,Female,30,60000,1
4/27/2021,7000,700,13,Clothing,8000,Instagram,In-Store Event,4069,50,2000,185,74,200,Social Media,4,Female,30,20000,1
4/27/2021,10000,1000,10,Clothing,2000,Instagram,Email,1742,500,500,33,161,100,Social Media,1,Female,60,60000,0
4/28/2021,10000,100,8,Clothing,5000,Facebook,Social Media,4829,1000,2000,120,148,50,Community,3,Female,40,80000,0
4/28/2021,5000,500,10,Accessories,2000,Instagram,In-Store Event,14201,3000,3000,79,122,200,Community,3,Female,40,60000,0
4/28/2021,5000,700,11,Clothing,2000,Facebook,Email,10987,1000,2000,205,140,200,Community,4,Female,30,100000,0
4/28/2021,7000,300,13,Accessories,2000,Email,Email,2425,200,1000,52,181,100,Events,5,Non-Binary,30,20000,0
4/29/2021,5000,700,6,Clothing,2000,Email,Social Media,14887,500,1000,155,276,200,Social Media,5,Male,30,40000,0
4/29/2021,10000,700,9,Home Goods,2000,Facebook,In-Store Event,10754,50,3000,273,256,100,Social Media,1,Female,30,60000,0
4/29/2021,10000,700,12,Home Goods,5000,Instagram,Networking Event,3895,200,1000,409,244,200,Social Media,4,Male,30,60000,1
4/30/2021,5000,300,12,Accessories,5000,Facebook,In-Store Event,940,50,2000,357,85,50,Community,5,Female,50,40000,0
4/30/2021,7000,500,11,Clothing,8000,Instagram,Social Media,5731,200,100,134,70,100,Referral,3,Non-Binary,20,80000,1
4/30/2021,7000,700,8,Clothing,1000,Email,Email,8681,1000,100,428,268,50,Events,4,Male,30,40000,0
5/1/2021,3000,700,9,Clothing,5000,Instagram,Social Media,3243,200,2000,97,179,50,Social Media,5,Male,40,20000,1
5/1/2021,10000,100,9,Clothing,5000,Facebook,Networking Event,8539,500,2000,494,278,50,Social Media,4,Male,60,100000,0
5/1/2021,5000,700,12,Accessories,8000,Instagram,Email,8698,200,2000,240,148,50,Social Media,3,Male,60,40000,0
5/1/2021,10000,100,12,Accessories,1000,Email,Email,2086,500,3000,44,5,400,Social Media,5,Female,50,100000,1
5/2/2021,5000,700,12,Home Goods,5000,Instagram,Email,1325,3000,500,198,147,100,Community,5,Male,30,40000,1
5/2/2021,10000,300,14,Clothing,8000,Facebook,Social Media,4324,200,500,480,167,50,Social Media,4,Male,30,20000,0
5/2/2021,5000,1000,10,Accessories,2000,Instagram,In-Store Event,1768,500,3000,290,8,200,Referral,3,Female,50,80000,0
5/3/2021,2000,500,9,Clothing,8000,Email,Social Media,8115,200,500,435,177,100,Community,4,Female,50,80000,0
5/3/2021,10000,500,8,Accessories,1000,LinkedIn,In-Store Event,3936,50,2000,113,283,100,Social Media,3,Female,40,60000,0
5/3/2021,2000,300,14,Clothing,5000,Facebook,Email,12130,500,1000,486,115,100,Community,3,Female,30,20000,0
5/4/2021,5000,500,16,Clothing,8000,Facebook,In-Store Event,8589,1000,100,276,95,100,Community,4,Female,30,60000,0
5/4/2021,10000,1000,13,Clothing,5000,LinkedIn,In-Store Event,1810,50,500,240,55,100,Social Media,5,Male,50,40000,0
5/4/2021,10000,1000,13,Accessories,2000,Facebook,Social Media,12725,50,1000,155,206,100,Community,5,Female,30,80000,0
5/4/2021,7000,500,13,Home Goods,1000,Facebook,In-Store Event,10319,200,2000,351,104,200,Referral,4,Female,40,40000,0
5/5/2021,7000,500,8,Clothing,8000,Facebook,Email,9728,1000,2000,43,34,50,Social Media,3,Male,60,80000,1
5/5/2021,5000,700,13,Clothing,2000,Facebook,In-Store Event,13957,500,2000,79,208,50,Community,3,Female,40,40000,0
5/5/2021,3000,1000,14,Clothing,1000,Instagram,In-Store Event,977,500,1000,311,280,100,Social Media,5,Female,30,60000,0
5/6/2021,5000,700,8,Accessories,5000,Email,Networking Event,11370,500,500,137,146,100,Events,4,Female,30,80000,0
5/6/2021,7000,500,11,Clothing,2000,Facebook,Social Media,9406,1000,500,150,286,100,Community,5,Female,20,20000,0
5/6/2021,7000,500,12,Accessories,1000,Instagram,Email,10368,1000,1000,431,80,200,Social Media,3,Female,40,80000,0
5/7/2021,7000,700,9,Home Goods,2000,Email,Social Media,2662,1000,100,435,49,400,Events,4,Female,40,20000,0
5/7/2021,7000,100,13,Home Goods,1000,Instagram,Social Media,1008,1000,500,241,86,200,Community,5,Female,30,40000,1
5/7/2021,2000,700,12,Clothing,5000,Instagram,Networking Event,7819,500,1000,142,190,50,Referral,3,Female,30,60000,1
5/7/2021,5000,500,11,Home Goods,5000,Facebook,Networking Event,14892,500,1000,310,0,400,Community,1,Male,20,80000,1
5/8/2021,2000,700,7,Accessories,5000,Email,In-Store Event,881,1000,100,298,137,100,Community,3,Male,60,20000,0
5/8/2021,5000,100,6,Clothing,8000,Email,Email,9872,3000,1000,49,135,50,Social Media,5,Male,50,60000,0
5/8/2021,5000,700,14,Accessories,8000,LinkedIn,In-Store Event,2345,50,1000,261,153,100,Community,4,Male,30,60000,1
5/9/2021,10000,500,12,Home Goods,5000,Email,In-Store Event,7800,50,100,160,161,200,Social Media,4,Female,60,40000,0
5/9/2021,5000,700,8,Clothing,1000,Instagram,Networking Event,13974,3000,3000,61,18,50,Social Media,3,Non-Binary,40,40000,0
5/9/2021,3000,100,7,Clothing,5000,Instagram,Email,13062,200,100,54,242,200,Community,4,Non-Binary,50,60000,0
5/10/2021,3000,700,11,Clothing,2000,Email,Email,10410,1000,2000,422,128,200,Referral,4,Female,40,40000,1
5/10/2021,7000,700,10,Accessories,5000,Instagram,Email,9792,200,100,395,175,100,Social Media,2,Non-Binary,50,60000,0
5/10/2021,7000,700,8,Clothing,5000,Facebook,Social Media,10552,50,2000,371,279,200,Social Media,5,Non-Binary,30,80000,0
5/10/2021,3000,700,18,Home Goods,2000,Facebook,Social Media,10783,50,100,483,83,100,Social Media,3,Female,40,80000,1
5/11/2021,2000,700,15,Accessories,8000,Instagram,In-Store Event,9409,200,2000,30,221,100,Community,3,Male,50,40000,1
5/11/2021,7000,700,11,Accessories,1000,LinkedIn,Social Media,8217,200,1000,329,144,100,Events,3,Female,20,60000,0
5/11/2021,2000,500,4,Clothing,5000,Facebook,Social Media,9009,500,2000,436,105,200,Events,1,Female,20,20000,1
5/12/2021,10000,700,11,Accessories,1000,Facebook,Social Media,5129,500,1000,289,10,100,Community,4,Male,30,60000,0
5/12/2021,7000,500,15,Clothing,8000,LinkedIn,In-Store Event,6204,3000,100,168,165,200,Social Media,3,Female,30,100000,1
